NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
860019205,alimentos concentrados raza ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"1,090",manufactura,0.29,-0.01,0.14,0.1,0.04,2022
890500675,ccf comfaoriente eps,supersalud,centro - oriente,norte de santander,cucuta-norte de santander,"8,699",servicios,0.29,0.0,0.06,0.05,0.01,2022
890115406,a construir s.a.,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,290",construcción,0.29,0.01,0.22,0.15,0.07,2022
805021782,comercializadora floralia s.a,supersociedades,costa pacífica,valle,cali-valle,"4,711",comercio,0.29,0.01,0.06,0.04,0.02,2022
900377085,operacion y mantenimiento integral de activos colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,910,minero,0.29,0.0,0.16,0.15,0.02,2022
860032115,centro automotor diesel s.a,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,511",comercio,0.29,0.01,0.16,0.08,0.08,2022
890926257,inmel ingenerieria sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,321",construcción,0.29,0.01,0.18,0.12,0.06,2022
860066946,seguridad superior ltda,supervigilancia,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,010",servicios,0.29,0.01,0.1,0.05,0.05,2022
900599745,stihl s.a.s.,supersociedades,antioquia,antioquia,rionegro-antioquia,"4,653",comercio,0.29,0.01,0.13,0.09,0.04,2022
860512466,sabanalac sa,supersociedades,bogotá - cundinamarca,cundinamarca,cajica-cundinamarca,"1,040",manufactura,0.28,0.01,0.08,0.06,0.02,2022
891856457,inversiones eldorado sas,supersociedades,centro - oriente,boyaca,duitama-boyaca,145,agropecuario,0.28,0.01,0.17,0.09,0.08,2022
822007117,distribuciones la nieve sas,supersociedades,otros,meta,villavicencio-meta,"4,690",comercio,0.28,0.0,0.12,0.09,0.03,2022
860002127,industria colombiana de llantas sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,530",comercio,0.28,0.0,0.16,0.09,0.06,2022
890913990,jiro sas,supersociedades,antioquia,antioquia,medellin-antioquia,"7,820",servicios,0.28,0.0,0.04,0.02,0.01,2022
900402080,fresenius kabi colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,645",comercio,0.28,-0.0,0.21,0.13,0.08,2022
830085844,wood engineering and consultancy colombia s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,112",servicios,0.28,0.02,0.08,0.05,0.03,2022
811041369,redllantas s.a,supersociedades,antioquia,antioquia,medellin-antioquia,"4,530",comercio,0.28,0.01,0.19,0.12,0.08,2022
900241676,automotriz italoamerica s.a.s.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,511",comercio,0.28,0.0,0.14,0.11,0.03,2022
860020308,comestibles ricos sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"1,089",manufactura,0.28,0.0,0.14,0.07,0.07,2022
901204907,disblanco sas,supersociedades,eje cafetero,caldas,manizales-caldas,"4,632",comercio,0.28,0.01,0.08,0.04,0.04,2022
900723571,laminados del caribe sas,supersociedades,costa atlántica,atlantico,malambo-atlantico,"4,663",comercio,0.28,0.02,0.12,0.06,0.06,2022
890204162,seguridad y vigilancia colombiana sevicol ltda,supervigilancia,centro - oriente,santander,bucaramanga-santander,"8,010",servicios,0.28,0.01,0.1,0.03,0.07,2022
900345431,agropaisa sas,supersociedades,centro - oriente,santander,bucaramanga-santander,"4,664",comercio,0.28,0.0,0.14,0.1,0.04,2022
800248617,ruquim s.a.s.,supersociedades,costa atlántica,atlantico,soledad-atlantico,"4,631",comercio,0.28,0.01,0.05,0.02,0.03,2022
900474313,aceites y grasas del catatumbo sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"1,031",manufactura,0.28,0.02,0.1,0.07,0.03,2022
900627644,ci seasif pacific sas,supersociedades,costa pacífica,valle,cali-valle,"4,662",comercio,0.27,-0.0,0.01,0.01,0.0,2022
890924167,c.i. hermeco s.a.,supersociedades,antioquia,antioquia,medellin-antioquia,"1,410",manufactura,0.27,0.0,0.17,0.14,0.03,2022
900073066,trancora sas,supersociedades,bogotá - cundinamarca,cundinamarca,ubate-cundinamarca,"4,661",comercio,0.27,0.0,0.05,0.02,0.03,2022
800153424,medisanitas,supersalud,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,699",servicios,0.27,0.02,0.21,0.15,0.06,2022
890300794,plasticos rimax sas,supersociedades,costa pacífica,valle,yumbo-valle,"2,229",manufactura,0.27,0.02,0.24,0.12,0.12,2022
900844097,comercializadora internacional atlanticmetals sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,665",comercio,0.27,0.0,0.03,0.02,0.0,2022
900339803,extractora la gloria sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"1,031",manufactura,0.27,0.03,0.14,0.05,0.09,2022
900771349,clinica desa cali,supersalud,costa pacífica,valle,cali-valle,"8,610",servicios,0.27,0.01,0.12,0.11,0.01,2022
900426164,aliados laborales sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,820",servicios,0.27,0.0,0.02,0.02,0.0,2022
817000747,compañia internacional de alimentos sas,supersociedades,costa pacífica,cauca,caloto-cauca,"1,089",manufactura,0.27,0.01,0.22,0.14,0.08,2022
900346136,c.i. quality bunkers supply s.a.s.,supersociedades,costa atlántica,atlantico,sabanagrande-atlantico,"4,661",comercio,0.27,0.02,0.05,0.03,0.02,2022
900294923,avicola triple a sas,supersociedades,otros,tolima,ibague-tolima,145,agropecuario,0.27,0.01,0.19,0.1,0.09,2022
800251710,comercializadora internacional ci piscicola new york sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,322,agropecuario,0.27,0.01,0.13,0.08,0.05,2022
805027024,supermercado la gran colombia s.a,supersociedades,costa pacífica,valle,cali-valle,"4,711",comercio,0.27,0.0,0.1,0.07,0.02,2022
860401826,productos alimenticios el recreo s.a.s.,supersociedades,bogotá - cundinamarca,cundinamarca,zipaquira -cundinamarca,"1,040",manufactura,0.27,0.0,0.11,0.07,0.04,2022
901139193,mired barranquilla ips s.a.s.,supersalud,costa atlántica,atlantico,barranquilla-atlantico,"8,610",servicios,0.27,0.02,0.15,0.04,0.11,2022
800084728,distribuidora mayorista de automoviles s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,511",comercio,0.27,0.02,0.1,0.06,0.04,2022
890204134,distribuciones pastor julio delgado sa,supersociedades,centro - oriente,santander,bucaramanga-santander,"4,690",comercio,0.27,0.01,0.1,0.02,0.07,2022
900034102,ferreteria andres martinez sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,663",comercio,0.27,0.01,0.1,0.06,0.04,2022
901150520,halliburton b.v. sucursal colombia,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,910,minero,0.27,0.05,0.04,0.02,0.02,2022
890311341,listos sas,supersociedades,costa pacífica,valle,cali-valle,"7,820",servicios,0.26,0.0,0.04,0.03,0.01,2022
900425918,totalenergies marketing colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,661",comercio,0.26,0.01,0.11,0.09,0.02,2022
901145394,loscobos medical center sas - loscobos,supersalud,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,610",servicios,0.26,0.01,0.17,0.14,0.03,2022
900699359,neuromedica sas,supersalud,antioquia,antioquia,medellin-antioquia,"8,621",servicios,0.26,-0.01,0.11,0.11,0.01,2022
901167377,nueva generacion de bebidas sas,supersociedades,costa pacífica,cauca,caloto-cauca,"1,104",manufactura,0.26,0.02,0.13,0.04,0.09,2022
800100610,tecnofarma colombia s.a.s.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,645",comercio,0.26,-0.01,0.18,0.13,0.05,2022
890911625,avícola nacional s.e,supersociedades,antioquia,antioquia,medellin-antioquia,145,agropecuario,0.26,0.02,0.17,0.08,0.09,2022
830090773,massy energy colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,910,minero,0.26,0.01,0.14,0.07,0.07,2022
805029321,caribe sa,supersociedades,costa pacífica,valle,jamundi-valle,"4,711",comercio,0.26,0.0,0.1,0.08,0.02,2022
800014246,estyma estudios y manejos s.a.,supersociedades,antioquia,antioquia,medellin-antioquia,"4,210",construcción,0.26,-0.0,0.2,0.14,0.06,2022
860521637,organizacion cardenas sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,631",comercio,0.26,0.01,0.14,0.08,0.06,2022
830095262,qmax solutions colombia,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,910,minero,0.26,0.02,0.17,0.09,0.08,2022
890905843,comunidad de hermanas dominicas de la presentacion de la santisima virgen de tours provincia de medellin,supersalud,antioquia,antioquia,medellin-antioquia,"8,621",servicios,0.26,0.0,0.15,0.05,0.1,2022
900615557,distribuidora de carnes et los monos sas,supersociedades,costa pacífica,valle,cali-valle,"4,723",comercio,0.26,0.0,0.09,0.08,0.01,2022
830058315,trefilados de colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,410",manufactura,0.26,0.01,0.12,0.09,0.04,2022
900521357,jmv constriktora sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,290",construcción,0.26,0.02,0.19,0.09,0.1,2022
890212868,agroindustrias del sur del cesar ltda y cia sca,supersociedades,centro - oriente,santander,floridablanca-santander,"1,031",manufactura,0.26,0.04,0.1,0.03,0.07,2022
900129117,comercializadora inducascos sas,supersociedades,antioquia,antioquia,itagui-antioquia,"2,229",manufactura,0.26,0.01,0.17,0.11,0.06,2022
800227924,comercializadora internacional invermec s.a.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,593",manufactura,0.26,0.02,0.14,0.1,0.04,2022
900020155,inversiones merca z sa,supersociedades,costa pacífica,nariño,tumaco-nariño,"4,711",comercio,0.26,0.0,0.06,0.04,0.02,2022
890301163,distribuidora colombina ltda,supersociedades,costa pacífica,valle,tulua-valle,"4,631",comercio,0.26,0.01,0.09,0.08,0.01,2022
800240258,alborautos sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,511",comercio,0.26,0.01,0.09,0.03,0.06,2022
890101676,fabrica de bolsas de papel unibol sas,supersociedades,costa atlántica,atlantico,soledad-atlantico,"1,709",manufactura,0.26,0.01,0.26,0.14,0.12,2022
890204199,avimol s.a.s.,supersociedades,centro - oriente,santander,bucaramanga-santander,145,agropecuario,0.26,0.02,0.18,0.1,0.08,2022
900420814,hitss colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,201",servicios,0.26,0.02,0.11,0.06,0.05,2022
890300213,aluminio nacional s.a en reorganizacióa,supersociedades,costa pacífica,valle,yumbo-valle,"2,599",manufactura,0.26,-0.01,0.17,0.14,0.03,2022
900483014,amcor flexibles cali s.a.s,supersociedades,costa pacífica,valle,yumbo-valle,"2,229",manufactura,0.26,0.0,0.22,0.13,0.08,2022
901109174,frubana sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,631",comercio,0.25,-0.1,0.05,0.02,0.03,2022
900614334,yilcoque sas,supersociedades,centro - oriente,norte de santander,cucuta-norte de santander,"1,910",manufactura,0.25,0.02,0.13,0.07,0.06,2022
900535018,ferrero latin america developing markets s a s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,631",comercio,0.25,0.02,0.16,0.08,0.09,2022
900216225,soldaduras west arco sas,supersociedades,bogotá - cundinamarca,cundinamarca,mosquera -cundinamarca,"2,410",manufactura,0.25,0.03,0.15,0.07,0.08,2022
800159244,automotora norte y sur ltda,supersociedades,costa pacífica,valle,cali-valle,"4,511",comercio,0.25,0.01,0.04,0.03,0.02,2022
836000548,agroinsumos s.a.s,supersociedades,costa pacífica,valle,cartago-valle,"4,620",comercio,0.25,0.01,0.09,0.07,0.02,2022
806008047,bdp colombia sas,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"5,229",servicios,0.25,0.01,0.08,0.05,0.03,2022
890327120,extras sa,supersociedades,costa pacífica,valle,cali-valle,"7,820",servicios,0.25,0.0,0.04,0.03,0.01,2022
900273686,comercializadora mercaldas s.a,supersociedades,eje cafetero,caldas,manizales-caldas,"4,711",comercio,0.25,0.01,0.1,0.04,0.06,2022
900329399,alemautos sa,supersociedades,antioquia,antioquia,medellin-antioquia,"4,511",comercio,0.25,0.0,0.09,0.08,0.01,2022
900074364,compañia comercial universal sas,supersociedades,antioquia,antioquia,medellin-antioquia,"1,410",manufactura,0.25,0.01,0.15,0.1,0.05,2022
900643143,food and drinks incorporated s.a.s.,supersociedades,antioquia,antioquia,itagui-antioquia,"4,632",comercio,0.25,0.01,0.09,0.08,0.01,2022
890917465,griffith foods s.a.s.,supersociedades,antioquia,antioquia,marinilla-antioquia,"1,089",manufactura,0.25,0.01,0.14,0.06,0.08,2022
900074316,sophos solutions sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,202",servicios,0.25,0.03,0.1,0.06,0.04,2022
806006435,juanautos el cerro s.a.s,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"4,511",comercio,0.25,0.01,0.08,0.05,0.03,2022
802007207,autotropical s.a.s.,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,511",comercio,0.25,0.01,0.09,0.04,0.04,2022
830095890,ecofertil s.a.,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"2,012",manufactura,0.25,-0.0,0.18,0.07,0.12,2022
860036884,ernst & young sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,920",servicios,0.25,0.04,0.14,0.08,0.06,2022
817000823,friomix del cauca sas,supersociedades,costa pacífica,cauca,caloto-cauca,"2,819",manufactura,0.25,0.01,0.23,0.11,0.12,2022
816006799,busscar de colombia sas en reorganizacion,supersociedades,eje cafetero,risaralda,pereira-risaralda,"2,920",manufactura,0.25,-0.01,0.2,0.15,0.05,2022
811037075,lacteos betania s.a.,supersociedades,antioquia,antioquia,santa rosa de osos-antioquia,"1,040",manufactura,0.24,0.0,0.05,0.03,0.01,2022
900119072,supermercados mas por menos s.a.s,supersociedades,centro - oriente,santander,bucaramanga-santander,"4,711",comercio,0.24,0.01,0.11,0.08,0.04,2022
900478383,softwareone colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,202",servicios,0.24,0.0,0.14,0.14,-0.01,2022
800164590,celta sas,supersociedades,costa atlántica,atlantico,soledad-atlantico,"2,229",manufactura,0.24,0.01,0.08,0.03,0.05,2022
901137699,miniso colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,719",comercio,0.24,0.01,0.18,0.15,0.03,2022
800087565,synlab colombia s.a.s.,supersalud,antioquia,antioquia,medellin-antioquia,"8,691",servicios,0.24,-0.01,0.16,0.1,0.07,2022
800116749,extractora monterrey sa extractora monterrey sa s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"1,031",manufactura,0.24,0.02,0.08,0.05,0.03,2022
860013779,asociacion probienestar de la familia colombiana profamilia,supersalud,antioquia,antioquia,medellin-antioquia,"8,621",servicios,0.24,0.0,0.16,0.06,0.1,2022
890205952,gas natural del oriente s.a. e.s.p.,superfinanciera,centro - oriente,santander,bucaramanga-santander,"3,520",servicios,0.24,0.04,0.22,0.14,0.08,2022
890209157,acebedo silva s.a.,supersociedades,centro - oriente,santander,giron-santander,145,agropecuario,0.24,0.02,0.09,0.05,0.04,2022
832004104,maxicassa sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,663",comercio,0.24,0.01,0.1,0.04,0.05,2022
830011337,clariant colombia sa,supersociedades,bogotá - cundinamarca,cundinamarca,cota -cundinamarca,"4,664",comercio,0.24,0.02,0.14,0.09,0.05,2022
830077389,givaudan colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,669",comercio,0.24,0.01,0.14,0.1,0.04,2022
890206051,organizacion servicios y asesorias sas,supersociedades,centro - oriente,santander,bucaramanga-santander,"7,820",servicios,0.24,0.0,0.06,0.03,0.02,2022
860015204,ciplas sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,229",manufactura,0.24,0.01,0.09,0.06,0.04,2022
811037781,mundial de granos y panelas s.a.s,supersociedades,antioquia,antioquia,itagui-antioquia,"4,631",comercio,0.24,0.0,0.03,0.02,0.01,2022
890204396,molinos san miguel sas,supersociedades,centro - oriente,santander,bucaramanga-santander,"1,051",manufactura,0.24,0.01,0.1,0.05,0.05,2022
860020369,su oportuno servicio ltda sos,supervigilancia,costa atlántica,atlantico,barranquilla-atlantico,"8,010",servicios,0.24,0.0,0.07,0.02,0.05,2022
890915475,empaquetaduras y empaques s.a.,supersociedades,antioquia,antioquia,medellin-antioquia,"4,690",comercio,0.24,0.02,0.21,0.13,0.08,2022
900091709,licencias on line sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,202",servicios,0.24,0.0,0.1,0.08,0.02,2022
860020309,becton dickinson de colombia ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,645",comercio,0.24,0.01,0.2,0.11,0.09,2022
832001292,empolladora colombiana sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,145,agropecuario,0.24,0.02,0.08,0.01,0.07,2022
900242864,carbones termicos y coquizantes sas,supersociedades,centro - oriente,norte de santander,cucuta-norte de santander,"4,661",comercio,0.24,0.03,0.08,0.03,0.05,2022
860508392,servioptica sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"3,250",manufactura,0.24,-0.0,0.17,0.11,0.07,2022
890901475,distribuidora farmaceutica roma,supersociedades,antioquia,antioquia,medellin-antioquia,"4,645",comercio,0.24,0.0,0.05,0.04,0.01,2022
860036892,rodriguez franco y cia scs organizacion nacional de comercio only,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,771",comercio,0.24,0.0,0.15,0.09,0.05,2022
890302955,recamier sa,supersociedades,costa pacífica,valle,cali-valle,"2,023",manufactura,0.24,0.01,0.18,0.13,0.06,2022
890926803,estudio de moda sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,771",comercio,0.24,0.01,0.21,0.15,0.07,2022
800125313,summar procesos sas,supersociedades,costa pacífica,valle,cali-valle,"8,121",servicios,0.24,0.0,0.07,0.05,0.02,2022
823000097,comercializadora multidrogas de colombia s.a.s,supersociedades,costa atlántica,cordoba,monteria-cordoba,"4,645",comercio,0.23,0.0,0.07,0.05,0.02,2022
860007668,alambres y mallas sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,410",manufactura,0.23,0.02,0.2,0.09,0.11,2022
800198591,branch of microsoft colombia inc,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,201",servicios,0.23,-0.0,0.12,0.09,0.03,2022
890201201,otacc s.a,supersociedades,centro - oriente,santander,bucaramanga-santander,"4,290",construcción,0.23,0.01,0.11,0.03,0.08,2022
800166199,deltec s.a.,supersociedades,costa pacífica,valle,cali-valle,"7,112",servicios,0.23,0.01,0.25,0.15,0.1,2022
890300234,ashe sas,supersociedades,costa pacífica,valle,yumbo-valle,"4,669",comercio,0.23,0.01,0.1,0.08,0.02,2022
811021363,uniples sa,supersociedades,antioquia,antioquia,envigado-antioquia,"4,690",comercio,0.23,0.0,0.1,0.08,0.03,2022
901449478,epam systems colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,201",servicios,0.23,0.01,0.09,0.07,0.02,2022
800250634,medicina integral s.a.,supersalud,costa atlántica,cordoba,monteria-cordoba,"8,621",servicios,0.23,0.05,0.15,0.06,0.09,2022
800211401,outsourcing servicios informaticos sas bic,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,220",servicios,0.23,0.0,0.08,0.03,0.04,2022
