NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
900423126,fundacion clinica materno infantil adela de char,supersalud,costa atlántica,atlantico,soledad-atlantico,"8,610",servicios,0.04,0.0,0.02,0.01,0.01,2022
901324937,inversiones duque quintero s.a.s,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"4,751",comercio,0.04,0.0,0.02,0.01,0.01,2022
800185549,seguridad canina de colombia ltda,supervigilancia,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,010",servicios,0.04,0.0,0.01,0.0,0.01,2022
890323576,congo films sociedad por acciones simplificada,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,730",servicios,0.04,0.01,0.07,0.02,0.06,2022
900513306,fundacion maria reina,supersalud,costa atlántica,sucre,sincelejo-sucre,"8,621",servicios,0.04,0.01,0.06,0.03,0.04,2022
805024652,agropecuaria velez y cia sca,supersociedades,costa pacífica,valle,cali-valle,124,agropecuario,0.04,0.01,0.04,0.01,0.03,2022
811005628,ensenada sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,772",comercio,0.04,0.0,0.02,0.01,0.01,2022
800085399,cooperativa de trabajo asociado de servicios de vigilancia y seguridad privada c,supervigilancia,antioquia,antioquia,medellin-antioquia,"8,010",servicios,0.04,0.0,0.01,0.01,0.0,2022
900393478,ribarco sas,supersociedades,costa pacífica,valle,ansermanuevo-valle,145,agropecuario,0.04,0.0,0.02,0.01,0.01,2022
900638579,industrias cruz metalmecanica sas,supersociedades,costa atlántica,atlantico,malambo-atlantico,"2,511",manufactura,0.04,0.0,0.01,0.01,0.01,2022
800151175,especialistas en servicios especiales sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,299",servicios,0.04,0.0,0.01,0.01,0.01,2022
800196426,industria electrica newline sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,790",manufactura,0.04,0.0,0.03,0.0,0.02,2022
817001920,rehabilitar ltda,supersalud,costa pacífica,cauca,popayan-cauca,"8,699",servicios,0.04,0.0,0.01,0.01,0.01,2022
900458729,inversiones elitedecolombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,773",comercio,0.04,0.0,0.02,0.0,0.02,2022
900629531,cementos y materiales de colombia ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,663",comercio,0.04,0.0,0.01,0.0,0.0,2022
901429755,el vaquero almacen agroveterinario sas,supersociedades,eje cafetero,quindio,armenia-quindio,"4,664",comercio,0.04,0.0,0.01,0.0,0.01,2022
900663379,microsyslabs s.a.s.,supersociedades,antioquia,antioquia,medellin-antioquia,"6,202",servicios,0.04,0.01,0.04,0.01,0.03,2022
800121151,compañia de represetaciones medicas s,supersociedades,bogotá - cundinamarca,cundinamarca,cota -cundinamarca,"4,659",comercio,0.04,0.0,0.03,0.02,0.01,2022
830014061,sanofi pasteur s.a.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,645",comercio,0.04,0.0,0.01,0.01,0.0,2022
800044906,promotora fuentepiedra s.a.s.,supersociedades,antioquia,antioquia,medellin-antioquia,"4,111",construcción,0.04,0.03,0.05,0.0,0.05,2022
900256150,icon holding clinical research international limited sucursal colombia,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,220",servicios,0.04,0.0,0.01,0.0,0.0,2022
900332426,distribuidora sicmafarma sas,supersociedades,bogotá - cundinamarca,cundinamarca,cota -cundinamarca,"4,645",comercio,0.04,-0.01,0.04,0.03,0.01,2022
860521813,flores aurora sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,125,agropecuario,0.04,0.0,0.02,0.01,0.02,2022
900034131,ese moreno y clavijo,supersalud,otros,arauca,tame-arauca,"8,621",servicios,0.04,0.01,0.06,0.0,0.06,2022
900337842,ingemec asociados sas,supersociedades,bogotá - cundinamarca,cundinamarca,mosquera -cundinamarca,"2,511",manufactura,0.04,0.0,0.02,0.0,0.02,2022
900031848,vasport s.a,supersociedades,costa pacífica,valle,cali-valle,"4,771",comercio,0.04,0.0,0.02,0.02,0.0,2022
900491050,peri sas,supersociedades,bogotá - cundinamarca,cundinamarca,tocancipa -cundinamarca,"7,730",servicios,0.04,0.0,0.07,0.04,0.02,2022
860030360,ferretería forero s. a. - ff soluciones s. a,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,663",comercio,0.04,0.0,0.02,0.01,0.01,2022
811007302,distanco sas,supersociedades,costa atlántica,bolivar,turbaco-bolivar,"4,632",comercio,0.04,0.0,0.03,0.02,0.01,2022
890903329,bananeras de uraba sas,supersociedades,antioquia,antioquia,medellin-antioquia,122,agropecuario,0.04,0.0,0.11,0.04,0.06,2022
900047252,el templo de la moda fresca sas,supersociedades,centro - oriente,santander,barrancabermeja-santander,"4,771",comercio,0.04,0.0,0.03,0.02,0.01,2022
830029102,salud ocupacional de los andes ltda,supersalud,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,699",servicios,0.04,0.0,0.02,0.0,0.01,2022
901160842,papeleria universal distribuidora sas,supersociedades,costa pacífica,valle,cali-valle,"4,761",comercio,0.04,0.0,0.02,0.01,0.0,2022
830041080,concrearmado ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,290",construcción,0.04,0.0,0.04,0.03,0.01,2022
800128867,option sa,supersociedades,bogotá - cundinamarca,cundinamarca,cota -cundinamarca,"4,690",comercio,0.04,0.0,0.03,0.02,0.01,2022
890102727,alfonsoeme sa,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,641",comercio,0.04,0.0,0.01,0.01,0.01,2022
900370679,lci distributors colombia sas,supersociedades,bogotá - cundinamarca,cundinamarca,cota -cundinamarca,"4,644",comercio,0.04,0.0,0.03,0.03,0.0,2022
901097194,comercial de granos internacional sas,supersociedades,centro - oriente,santander,bucaramanga-santander,"4,631",comercio,0.04,0.0,0.01,0.0,0.01,2022
900975111,abastecedora de ferreterias sas,supersociedades,bogotá - cundinamarca,cundinamarca,funza -cundinamarca,"4,690",comercio,0.04,-0.0,0.03,0.02,0.01,2022
900615645,exhibiciones y diseños s.a.s,supersociedades,bogotá - cundinamarca,cundinamarca,cota -cundinamarca,"4,690",comercio,0.04,0.01,0.03,0.01,0.01,2022
900474414,agroproyectos sierra sas,supersociedades,antioquia,antioquia,medellin-antioquia,126,agropecuario,0.04,0.01,0.05,0.02,0.03,2022
900073391,kimautos s.a.,supersociedades,antioquia,antioquia,medellin-antioquia,"4,530",comercio,0.04,0.0,0.02,0.02,0.01,2022
900594046,riopaila palma s.a.s.,supersociedades,otros,vichada,santa-rosalia-vichada-vichada,126,agropecuario,0.04,0.01,0.11,0.01,0.1,2022
900538934,provecampo sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,664",comercio,0.04,0.0,0.03,0.02,0.01,2022
805007050,requip sas,supersociedades,costa pacífica,valle,cali-valle,"4,659",comercio,0.04,0.0,0.04,0.03,0.01,2022
901128801,rohi ips sas,supersalud,bogotá - cundinamarca,cundinamarca,funza -cundinamarca,"8,691",servicios,0.04,0.0,0.01,0.01,0.0,2022
900445684,alimentos y vinos de españa sas,supersociedades,costa pacífica,valle,cali-valle,"4,690",comercio,0.04,0.0,0.02,0.01,0.01,2022
810002618,ingenieros calderon y jaramillo sas,supersociedades,eje cafetero,caldas,manizales-caldas,"4,290",construcción,0.04,0.01,0.01,0.01,0.0,2022
890104049,calcareos sa,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"2,399",manufactura,0.04,0.0,0.03,0.01,0.03,2022
811033374,legumbres heriberto montes bedoya sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,651",comercio,0.04,0.0,0.01,0.01,0.0,2022
800006785,perea y cia sas,supersociedades,costa pacífica,valle,yumbo-valle,"4,312",construcción,0.04,0.01,0.04,0.01,0.02,2022
900017250,pernine ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,771",comercio,0.04,0.0,0.04,0.03,0.01,2022
900389508,almacenes exito inversiones s.a.s.,supersociedades,antioquia,antioquia,envigado-antioquia,"6,399",servicios,0.04,0.0,0.02,0.01,0.0,2022
830065829,bdo outsourcing sas bic,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,920",servicios,0.04,0.0,0.03,0.02,0.02,2022
901252887,inversiones dommo sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,010",servicios,0.04,0.04,0.05,0.0,0.05,2022
820001277,centro de cancerología de boyacá sas.,supersalud,centro - oriente,boyaca,tunja-boyaca,"8,621",servicios,0.04,0.01,0.05,0.03,0.02,2022
901022172,solano escudero sas,supersociedades,costa atlántica,cordoba,monteria-cordoba,"4,631",comercio,0.04,0.0,0.01,0.0,0.0,2022
830067633,ciberc sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,652",comercio,0.04,0.01,0.05,0.02,0.03,2022
830515183,frutales las lajas s.a.,supersociedades,costa pacífica,valle,zarzal-valle,121,agropecuario,0.04,0.0,0.15,0.07,0.08,2022
900742532,people and trades sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"9,521",servicios,0.04,0.0,0.01,0.0,0.0,2022
900217332,fadel sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,631",comercio,0.04,0.0,0.01,0.01,0.01,2022
901307124,moralva inversiones sas,supersociedades,otros,meta,villavicencio-meta,"4,731",comercio,0.04,0.0,0.02,0.01,0.01,2022
901239902,productos jyc sas,supersociedades,costa pacífica,valle,palmira-valle,"2,023",manufactura,0.04,0.0,0.02,0.01,0.0,2022
860076607,supernumerarios sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,820",servicios,0.04,0.0,0.01,0.0,0.0,2022
900169541,comercializadora la posada s.a.s,supersociedades,eje cafetero,risaralda,la virginia-risaralda,"4,711",comercio,0.04,0.0,0.01,0.0,0.0,2022
800210864,jadesi sas,supersociedades,bogotá - cundinamarca,cundinamarca,soacha-cundinamarca,"2,029",manufactura,0.04,-0.0,0.06,0.04,0.02,2022
800011951,centro nacional de consultoria s.a,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,320",servicios,0.04,0.0,0.01,0.01,0.01,2022
900379524,grupo empresarial santa josefa s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,620",comercio,0.04,0.0,0.01,0.0,0.0,2022
900382525,next pharma sourcing sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,645",comercio,0.04,0.0,0.02,0.01,0.01,2022
811009893,macrollantas sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,530",comercio,0.04,0.0,0.01,0.01,0.0,2022
900040045,ttp well services sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,910,minero,0.04,0.0,0.03,0.02,0.01,2022
890917398,minerales industriales s.a.,supersociedades,antioquia,antioquia,sabaneta -antioquia,899,minero,0.04,0.0,0.03,0.01,0.02,2022
900094085,globe colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,620",comercio,0.04,0.0,0.01,0.0,0.01,2022
860052988,texeli sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,641",comercio,0.04,0.0,0.05,0.01,0.04,2022
901076394,neoinvercalo s.a.s,supersociedades,antioquia,antioquia,itagui-antioquia,"4,731",comercio,0.04,0.0,0.01,0.01,0.0,2022
900647455,industrias axces de colombia sas,supersociedades,costa atlántica,bolivar,clemencia-bolivar-bolivar,"4,690",comercio,0.04,-0.0,0.03,0.03,0.0,2022
860508826,tellantas y cia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,530",comercio,0.04,0.0,0.03,0.01,0.03,2022
900296641,muelles y frenos simon bolivar sas muemuelles y frenos simon bolivar sas lles y frenos simon bolivar sas,supersociedades,antioquia,antioquia,itagui-antioquia,"4,530",comercio,0.04,0.0,0.02,0.01,0.01,2022
890323114,fundimetal de colombia sas,supersociedades,costa pacífica,valle,palmira-valle,"2,432",manufactura,0.04,0.0,0.01,0.01,0.01,2022
800046874,concre acero sas,supersociedades,antioquia,antioquia,copacabana -antioquia,"4,290",construcción,0.04,0.0,0.03,0.02,0.01,2022
890212463,lubrigras s.a.s.,supersociedades,centro - oriente,santander,bucaramanga-santander,"1,921",manufactura,0.04,0.0,0.05,0.02,0.03,2022
900352813,proyecto moka sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,111",construcción,0.04,0.0,0.04,0.04,0.01,2022
860030857,saraluz sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,771",comercio,0.04,0.0,0.02,0.01,0.01,2022
830006505,brandconnection sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,310",servicios,0.04,0.03,0.07,0.01,0.06,2022
860049210,a.w.faber-castell colombia ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,690",comercio,0.04,0.0,0.04,0.03,0.01,2022
811023799,terminados y teñidos del milenio s.a.s.,supersociedades,antioquia,antioquia,copacabana -antioquia,"1,313",manufactura,0.04,0.0,0.02,0.01,0.01,2022
800169376,servagro ltda,supervigilancia,costa pacífica,cauca,popayan-cauca,"8,010",servicios,0.04,0.0,0.03,0.01,0.01,2022
890900229,codiscos s.a.s.,supersociedades,antioquia,antioquia,medellin-antioquia,"5,920",servicios,0.04,0.01,0.04,0.01,0.02,2022
800188756,distribuidora colcemento sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,663",comercio,0.04,0.0,0.01,0.0,0.01,2022
830070021,inversiones peniel sas,supersociedades,bogotá - cundinamarca,cundinamarca,mosquera -cundinamarca,"1,040",manufactura,0.04,0.0,0.01,0.01,0.0,2022
800243991,gravillera albania s.a,supersociedades,bogotá - cundinamarca,cundinamarca,tabio-cundinamarca,811,minero,0.04,0.0,0.12,0.02,0.1,2022
900394343,mer-k-pollos del caribe sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,631",comercio,0.04,0.0,0.01,0.01,0.0,2022
805015305,motores japoneses sa,supersociedades,costa pacífica,valle,cali-valle,"4,530",comercio,0.04,0.0,0.01,0.01,0.01,2022
811030191,equitronic sas,supersociedades,antioquia,antioquia,sabaneta -antioquia,"4,659",comercio,0.04,0.0,0.03,0.01,0.02,2022
860069333,maelectricos sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,663",comercio,0.04,0.0,0.01,0.01,0.0,2022
830505786,teresita exportadores de cafe s.a,supersociedades,eje cafetero,risaralda,pereira-risaralda,"1,061",manufactura,0.04,-0.0,0.01,0.04,-0.02,2022
830038192,tecna integrity and corrosion engineering s.a,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,112",servicios,0.04,0.0,0.02,0.01,0.01,2022
805019312,ferreplasticos cali s.a.s,supersociedades,costa pacífica,valle,cali-valle,"4,663",comercio,0.04,0.0,0.02,0.01,0.01,2022
830147547,e training sas en reorganizacion,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,651",comercio,0.04,0.0,0.03,0.02,0.01,2022
830054838,espacio y mercadeo sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,310",servicios,0.04,0.0,0.01,0.01,0.0,2022
900748456,arte y tecnologia de moda s.a.s,supersociedades,antioquia,antioquia,la-estrella -antioquia,"1,313",manufactura,0.04,0.0,0.02,0.01,0.01,2022
800179562,legon telecomunicaciones s.a.s,supersociedades,eje cafetero,risaralda,dosquebradas-risaralda,"6,209",servicios,0.04,0.0,0.01,0.01,0.0,2022
900299228,evertec placetopay sas prestación de servicios en plataforma de pagos j6209 - otras actividades de tecnologías de información y actividades de servievertec placetopay s,supersociedades,antioquia,antioquia,medellin-antioquia,"6,209",servicios,0.04,-0.01,0.02,0.01,0.01,2022
811003890,mvm ingenieria de software sas,supersociedades,antioquia,antioquia,medellin-antioquia,"6,201",servicios,0.04,0.0,0.01,0.01,0.0,2022
830041711,colorcon sucursal de colombia,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,664",comercio,0.04,0.0,0.01,0.01,0.01,2022
812000577,subastar sa,supersociedades,costa atlántica,cordoba,monteria-cordoba,"4,620",comercio,0.04,0.01,0.03,0.01,0.02,2022
830047497,invergran s.a.s.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,493",servicios,0.04,0.0,0.21,0.15,0.06,2022
805006653,dimatex leon sas,supersociedades,costa pacífica,valle,cali-valle,"4,690",comercio,0.04,0.0,0.02,0.02,0.0,2022
830049630,productos y suministros sas,supersociedades,bogotá - cundinamarca,cundinamarca,funza -cundinamarca,"4,719",comercio,0.04,0.0,0.02,0.01,0.01,2022
860009807,independiente santa fe en reorganizacion,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"9,312",servicios,0.04,0.0,0.04,0.04,0.0,2022
900507611,cinte colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,202",servicios,0.04,0.0,0.01,0.01,0.0,2022
890702292,sociedad contreras cajiao sas,supersociedades,otros,tolima,ibague-tolima,"4,923",servicios,0.04,0.0,0.02,0.01,0.02,2022
805019855,megatex sas,supersociedades,costa pacífica,valle,cali-valle,"4,641",comercio,0.04,0.0,0.03,0.02,0.01,2022
830032559,flint ink de colombia ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,022",manufactura,0.04,0.0,0.03,0.02,0.01,2022
890907215,ese hospital san vicente de paúl,supersalud,antioquia,antioquia,caldas-antioquia,"8,610",servicios,0.04,0.0,0.05,0.01,0.04,2022
860076060,coloma ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"1,101",manufactura,0.04,0.0,0.03,0.02,0.01,2022
900087469,hoteleria internacional sa suc colombia,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,511",servicios,0.04,-0.0,0.06,0.06,0.0,2022
890206735,distribuciones colombia sas,supersociedades,centro - oriente,santander,bucaramanga-santander,"4,663",comercio,0.04,0.0,0.03,0.03,0.0,2022
891080015,empresa social del estado hospital sandiego de cerete,supersalud,costa atlántica,cordoba,cerete-cordoba,"8,610",servicios,0.04,-0.0,0.04,0.05,-0.01,2022
860075498,morenos sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,631",comercio,0.04,0.0,0.03,0.01,0.01,2022
901179900,produsa zona franca sas,supersociedades,antioquia,antioquia,rionegro-antioquia,"1,709",manufactura,0.04,0.0,0.03,0.02,0.02,2022
890915197,promociones y mercadeo martinez hermanos s.a.,supersociedades,antioquia,antioquia,itagui-antioquia,"4,631",comercio,0.04,0.0,0.03,0.01,0.02,2022
860002017,chaim peisach & cia hilanderia fontibon sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,659",comercio,0.04,0.0,0.06,0.01,0.06,2022
900062992,evacol sas,supersociedades,costa pacífica,valle,yumbo-valle,"1,522",manufactura,0.04,0.0,0.04,0.02,0.02,2022
811015529,servicios ambientales y geograficos s.a,supersociedades,antioquia,antioquia,medellin-antioquia,"7,112",servicios,0.04,0.0,0.03,0.01,0.02,2022
900839128,livanova colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,659",comercio,0.04,-0.0,0.04,0.02,0.02,2022
900804080,summit agro colombia s a s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,664",comercio,0.04,-0.0,0.06,0.06,0.0,2022
900007640,oportunidad empresarial sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,523",servicios,0.04,0.0,0.02,0.02,0.0,2022
805018771,"ferreteria, pinturas y productos agropecuarios ltda",supersociedades,costa pacífica,valle,cali-valle,"4,663",comercio,0.04,0.0,0.01,0.01,0.0,2022
890200500,empresa social del estado hospital psiquiátrico san camilo,supersalud,centro - oriente,santander,bucaramanga-santander,"8,610",servicios,0.04,-0.0,0.08,0.01,0.07,2022
844002854,ingenieros civiles y electromecanicos constructores sas,supersociedades,otros,casanare,yopal-casanare,"4,290",construcción,0.04,0.0,0.03,0.02,0.01,2022
901325648,sports & science lab sas,supersociedades,eje cafetero,quindio,armenia-quindio,"1,089",manufactura,0.04,0.0,0.02,0.01,0.01,2022
830120215,s3 simple smart speedy s.a.s.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,311",servicios,0.04,0.0,0.03,0.02,0.01,2022
900618831,edwards lifesciences colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,659",comercio,0.04,-0.0,0.03,0.02,0.02,2022
860512596,asequimicos sas,supersociedades,bogotá - cundinamarca,cundinamarca,mosquera -cundinamarca,"4,664",comercio,0.04,0.0,0.03,0.02,0.01,2022
900504637,audubon colombia llc sucursal colombiana,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,112",servicios,0.04,0.01,0.02,0.01,0.01,2022
805000253,globollantas ltda,supersociedades,costa pacífica,valle,cali-valle,"4,731",comercio,0.04,0.0,0.01,0.0,0.01,2022
901092300,distribuidora de autos del caribe sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,511",comercio,0.04,0.0,0.01,0.01,0.0,2022
900383108,ritrama colombia sas,supersociedades,antioquia,antioquia,la-estrella -antioquia,"4,761",comercio,0.04,-0.0,0.03,0.03,-0.0,2022
800157061,transaire sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,930",manufactura,0.04,0.0,0.04,0.02,0.02,2022
860045178,interchem,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,620",comercio,0.04,0.0,0.04,0.03,0.01,2022
900291461,sociedad comercializadora de combustibles s.a.s.,supersociedades,antioquia,antioquia,la-estrella -antioquia,"4,731",comercio,0.04,0.0,0.01,0.0,0.01,2022
830067878,industria molinera paddy sas,supersociedades,otros,meta,villavicencio-meta,"1,051",manufactura,0.04,0.0,0.03,0.02,0.01,2022
900208066,porcicola pradera s.a.,supersociedades,eje cafetero,caldas,manizales-caldas,144,agropecuario,0.04,0.0,0.02,0.01,0.01,2022
830067032,liliplast sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"2,229",manufactura,0.04,0.0,0.03,0.02,0.01,2022
800025379,ladrillera la clay s.a.s,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"2,392",manufactura,0.04,0.0,0.03,0.01,0.02,2022
830007073,obcipol sas,supersociedades,centro - oriente,santander,barrancabermeja-santander,"4,290",construcción,0.04,0.0,0.04,0.01,0.03,2022
900031681,cosecha del valle s.a.s.,supersociedades,costa pacífica,valle,cali-valle,161,agropecuario,0.04,-0.0,0.01,0.01,0.0,2022
800229163,laborando sas,supersociedades,costa atlántica,cordoba,monteria-cordoba,"7,820",servicios,0.04,0.0,0.01,0.0,0.0,2022
901238891,textimuebles de colombia sas,supersociedades,costa pacífica,nariño,pasto-nariño,"4,751",comercio,0.04,0.0,0.02,0.01,0.01,2022
900483105,cambridge llc sucursal colombia,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,020",servicios,0.04,0.0,0.01,0.01,0.0,2022
806012364,busexpress s a s,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"4,921",servicios,0.03,0.0,0.02,0.01,0.01,2022
800199256,distribuidora de tiendas limitada,supersociedades,costa pacífica,valle,buga-valle,"4,631",comercio,0.03,0.0,0.0,0.0,0.0,2022
900639245,empaques de plastico y papel sas,supersociedades,bogotá - cundinamarca,cundinamarca,tocancipa -cundinamarca,"2,229",manufactura,0.03,0.0,0.02,0.02,0.01,2022
900158802,vitelsa del pacifico s a,supersociedades,costa pacífica,valle,yumbo-valle,"2,310",manufactura,0.03,0.0,0.02,0.01,0.01,2022
900396176,mnemo colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,201",servicios,0.03,0.0,0.06,0.04,0.02,2022
805027902,autoservicio merca union sa,supersociedades,costa pacífica,valle,cali-valle,"4,711",comercio,0.03,0.0,0.0,0.0,0.0,2022
900812558,schottel de colombia s.a.s,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"4,659",comercio,0.03,0.01,0.02,0.01,0.02,2022
890002241,vigilancia privada de colombia ltda,supervigilancia,eje cafetero,quindio,armenia-quindio,"8,010",servicios,0.03,0.0,0.01,0.0,0.01,2022
890915756,alberto cadavid r & cia s.a,supersociedades,antioquia,antioquia,medellin-antioquia,"2,229",manufactura,0.03,0.0,0.02,0.02,0.01,2022
901062604,distriagros sas,supersociedades,centro - oriente,boyaca,paipa-boyaca,"4,664",comercio,0.03,0.0,0.01,0.01,0.0,2022
804000123,soluciones plasticas industriales s.a.,supersociedades,centro - oriente,santander,bucaramanga-santander,"2,229",manufactura,0.03,0.0,0.04,0.02,0.01,2022
900475484,bc hoteles s.a.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,511",servicios,0.03,0.0,0.01,0.01,0.0,2022
900948147,pelletco sas,supersociedades,centro - oriente,santander,floridablanca-santander,"2,013",manufactura,0.03,0.0,0.01,0.01,0.01,2022
890914048,laura sas,supersociedades,antioquia,antioquia,medellin-antioquia,"1,410",manufactura,0.03,0.0,0.02,0.01,0.01,2022
900315138,pavillion hotels group sas,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"5,511",servicios,0.03,0.0,0.01,0.01,0.0,2022
900387993,disportal s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,631",comercio,0.03,0.0,0.01,0.01,0.01,2022
900822209,proveedores de pv sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,752",comercio,0.03,0.0,0.01,0.0,0.01,2022
800111991,delta oiul sas ci,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"1,921",manufactura,0.03,0.0,0.02,0.01,0.01,2022
900157788,tdc colombia ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,202",servicios,0.03,-0.0,0.04,0.04,0.0,2022
900440160,imbera servicios colombia s.a.s.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"3,312",manufactura,0.03,0.0,0.02,0.01,0.0,2022
901259188,synergix s.a.s.,supersociedades,antioquia,antioquia,itagui-antioquia,"6,810",servicios,0.03,0.02,0.13,0.06,0.08,2022
